,Assets,Cases,Constituency,Education,Liabilities,Name,Party
2628,0,1,THENI,Graduate Professional,"8,58,667",P. Prakash,IND
2629,0,0,CHEVELLA,Post Graduate,0,P. Purushotham,IND
2630,0,0,VELLORE,8th Pass,"15,00,000",P. Raashid Ahmed,IND
2631,0,0,KANNIYAKUMARI,Graduate Professional,0,P. Radhakrishnan,BJP
2632,0,0,KOZHIKODE,5th Pass,0,P. Raghavan,IND
2633,0,0,CHITTOOR,Graduate Professional,"23,13,000",P. Ramachandran,IND
2634,0,0,THENI,Post Graduate,"3,27,34,079",P. Raveendranath Kumar,AIADMK
2635,0,0,CHENNAI NORTH,10th Pass,0,P. Santhana Krishnan,IND
2636,0,0,KANNUR,8th Pass,"9,00,000",P. Sreemathi W/O Raveendran,IND
2637,0,0,THENI,8th Pass,"27,00,000",P.Allikkodi,Samajwadi Forward Bloc
2638,0,0,CHENNAI SOUTH,Graduate Professional,0,P.Azhagiri,IND
2639,0,0,TIRUPPUR,5th Pass,0,P.Jaganathan,Rashtriya Samaj Paksha
2640,0,0,MYSORE,10th Pass,"9,80,000",P.K. Biddappa,Karnataka Praja Party (RaithaParva)
2641,0,0,ALATHUR,Doctorate,"5,19,379",P.K.Biju,CPI(M)
2642,0,0,CHENNAI SOUTH,Graduate,0,P.Karthikeyan,IND
2643,0,0,WAYANAD,Post Graduate,0,P.P. Suneer,CPI
2644,0,1,SIVAGANGA,10th Pass,0,P.Rajendhiran,IND
2645,0,0,ATTINGAL,12th Pass,"26,510",P.Ramsagar,IND
2646,0,3,ANAKAPALLE,Post Graduate,0,P.S.Ajay Kumar,CPI(ML)(L)
2647,0,0,SIVAGANGA,10th Pass,"1,00,000",P.Selvaraj,IND
2648,0,0,KURNOOL,Post Graduate,"6,23,28,052",P.V. Parthasarathi,BJP
2649,0,0,KURNOOL,Doctorate,"59,75,759",P.V. Srihari,IND
2650,0,3,RAJAMPET,Post Graduate,"20,54,73,477",P.V.Midhun Reddy,YSRCP
2651,0,0,KOPPAL,Graduate,"4,61,484",Pa.Ya. Ganesh,IND
2652,0,2,PERAMBALUR,Post Graduate,"6,59,35,070",Paarivendhar T R,DMK
2653,0,0,DIBRUGARH,Graduate,0,Paban Singh Ghatowar,INC
2654,0,0,PERAMBALUR,5th Pass,0,"Pachamuthu, P.",IND
2655,0,0,VIRUDHUNAGAR,Graduate,"39,522","Packiaraj, E.",Tamil Nadu Ilangyar Katchi
2656,0,7,BHONGIR,Post Graduate,"4,90,80,220",Padala Venkata Shyam Sunder Rao,BJP
2657,0,1,BARAMATI,Post Graduate,"37,00,190",Padalkar Navanath Vishnu,Vanchit Bahujan Aaghadi
2658,0,0,TIRUVANNAMALAI,5th Pass,0,Padavettan M,IND
2659,0,0,ANANTAPUR,Graduate,0,Padchuri Radha Krishna,Radical Democrats Party
2660,0,0,BANASKANTHA,5th Pass,0,Padhiyar Bharatkumar Ishvarlal,IND
2661,0,0,DHARMAPURI,Post Graduate,0,Padmarajan.K.Dr,IND
2662,0,1,NARASARAOPET,Post Graduate,"1,91,26,000",Pakkala Suribabu,INC
2663,0,0,CHEVELLA,10th Pass,0,Palamakula Madhu,India Praja Bandhu Party
2664,0,0,TENKASI,Post Graduate,0,Palani Samy.S,IND
2665,0,4,DHARMAPURI,Post Graduate,"53,06,342",Palaniappan.P,IND
2666,0,0,THANJAVUR,Graduate Professional,"23,68,600",Palanimanickam.S.S,DMK
2667,0,0,KARUR,Graduate Professional,0,Palanivel P,IND
2668,0,2,SRIPERUMBUDUR,10th Pass,0,Palanivel.K,CPI(ML)(L)
2669,0,0,TEZPUR,Graduate,0,Pallab Lochan Das,BJP
2670,0,0,KARIMNAGAR,Post Graduate,"3,00,000",Palle Prashanth,Jai Swaraj Party
2671,0,0,CHITTOOR,Graduate Professional,0,Pallipattu. Abhinav Vishnu,Mundadugu Praja Party
2672,0,0,MADURAI,Illiterate,0,Palpandi M,IND
2673,0,0,SURGUJA,8th Pass,0,Palsay Uranv,IND
2674,0,1,KHAMMAM,10th Pass,0,Palvancha Rama Rao,IND
2675,0,0,MAHABUBABAD,Graduate Professional,"80,000",Palvancha. Durga.,IND
2676,0,0,TIRUPATI,Doctorate,0,Panabaka Lakshmi,TDP
2677,0,0,THANJAVUR,10th Pass,"70,000",Panasaiarangan.K.N,Desiya Makkal Sakthi Katchi
2678,0,0,JUNAGADH,5th Pass,0,Panchabhai Bhayabhai Damaniya,IND
2679,0,1,CUTTACK,Post Graduate,"1,52,000",Panchanan Kanungo,INC
2680,0,0,AMRAVATI,Graduate,"4,00,000",Panchshila Vijay Mohod,Bahujan Mukti Party
2681,0,0,ARAKKONAM,Post Graduate,0,Panchu Udayakumar,IND
2682,0,0,DINDIGUL,Illiterate,0,"Pandi, M.",IND
2683,0,0,MADURAI,Post Graduate,0,Pandiammal J,Naam Tamilar Katchi
2684,0,0,BEED,10th Pass,"42,000",Pandit Damodhar Khande,IND
2685,0,0,BELGAUM,10th Pass,0,Pandurang Mallappa Pattan,IND
2686,0,0,PATAN,10th Pass,0,Pandya Pravinkumar Tulsidas,IND
2687,0,0,BASTAR,Post Graduate,"6,00,000",Paneesh Prasad Nag,Ambedkarite Party of India
2688,0,0,WARANGAL,10th Pass,0,Paniganti Rajithavani,Pyramid Party of India
2689,0,1,SATARA,5th Pass,"3,30,000",Panjabrao Mahadev Patil,IND
2690,0,0,GAUHATI,Post Graduate,"29,75,976",Pankaj Das,Swarna Bharat Party
2691,0,0,JAMUI,12th Pass,0,Pankaj Kumar Das,SUCI(C)
2692,0,0,AMRAVATI,Graduate,0,Pankaj Liladhar Meshram,IND
2693,0,0,AMALAPURAM,Post Graduate,0,Panthagada Vijaya Chakravarthy,RPI(Khobragade)
2694,0,0,LATUR,12th Pass,"2,00,000",Papita Raosaheb Randive,IND
2695,0,1,MALDAHA DAKSHIN,8th Pass,0,Pappu Ahamed,Aihra National Party
2696,0,0,ERODE,5th Pass,0,Paramasivam N,IND
2697,0,0,SAMBHAL,10th Pass,"49,43,218",Parameshvar Lal,BJP
2698,0,0,BANGALORE NORTH,Graduate,0,Parameshwar Gowda,IND
2699,0,0,YAVATMAL WASHIM,Post Graduate,"4,17,919",Parashram Bhaosing Ade,IND
2700,0,1,BAGALKOT,12th Pass,0,Parashuram Laxman Neelnaik,Republican Party of India (Karnataka)
2701,0,0,RAJAHMUNDRY,12th Pass,0,Paravasthu Satya Gopinath Das,BJP
2702,0,0,BANASKANTHA,Graduate Professional,"45,00,000",Parbatbhai Patel,BJP
2703,0,0,BARDOLI,Others,"36,76,869",Parbhubhai Nagarbhai Vasava	,BJP
2704,0,0,KOLHAPUR,12th Pass,0,Paresh Dattatray Bhosale,IND
2705,0,0,AMRELI,Graduate,0,Paresh Dhanani,INC
2706,0,0,AHMEDABAD EAST,Doctorate,0,Pareshkumar Nanubhai Mulani,IND
2707,0,0,KARIMGANJ,10th Pass,0,Parikshit Roy,IND
2708,0,0,ANDAMAN AND NICOBAR ISLANDS,Post Graduate,"13,11,000",Paritosh Kumar Haldar,IND
2709,0,3,KHAGARIA,10th Pass,0,Parmanand Singh,IND
2710,0,0,BHARUCH,10th Pass,0,Parmar Ashokchandra,IND
2711,0,0,BANASKANTHA,10th Pass,0,Parmar Chhaganchandraraj Dhanabhai,IND
2712,0,0,SURENDRANAGAR,Literate,"15,00,000",Parmar Ghoghjibhai Kanjibhai,NCP
2713,0,0,PATAN,Graduate,0,Parmar Surajkumar Mahendrakumar,BSP
2714,0,1,KORBA,12th Pass,"8,40,000",Parmit Singh,BSP
2715,0,1,KHAMMAM,5th Pass,0,Parsagani Nageswara Rao,IND
2716,0,0,BANASKANTHA,5th Pass,0,Parsani Ibrahimbhai Pirabhai,IND
2717,0,0,GAUHATI,Post Graduate,0,Partha Pratim Baruah,Voters Party International
2718,0,0,ALAPPUZHA,Others,0,Parthasarathy Varma,SUCI(C)
2719,0,4,SALEM,Graduate Professional,"40,39,841",Parthiban.S.R,DMK
2720,0,1,BANASKANTHA,10th Pass,"21,64,385",Parthibhai Galbabhai Bhatol,INC
2721,0,0,THENI,8th Pass,0,Parthipan G,IND
2722,0,0,MAHABUBABAD,Literate,0,Parvathi Bhukya,Pyramid Party of India
2723,0,0,CHIDAMBARAM,Literate,0,Parvathi S,Desiya Makkal Sakthi Katchi
2724,0,0,ETAH,Post Graduate,0,Parvati Nandan,Rashtriya Bharatiya Jan Jan Party
2725,0,0,BAGHPAT,12th Pass,0,Parveen Yogi,Bhartiya Nojawan Dal
2726,0,0,BIJNOR,Graduate,0,Parvej Aqil,All India Minorities Front
2727,0,0,SIKKIM,8th Pass,0,Passang Gyali Sherpa,IND
2728,0,0,FATEHPUR SIKRI,8th Pass,0,Pastar Thomsan Massy,IND
2729,0,0,WARANGAL,8th Pass,0,Pasula Rammurthy,IND
2730,0,3,MADURAI,Graduate Professional,"20,00,000",Pasumpon Pandian S,IND
2731,0,0,RAJAMPET,Post Graduate,0,Pasupuleti Venkataramana,IND
2732,0,0,NAVSARI,10th Pass,0,Pasvan Virendra,Bharatiya Bahujan Congress
2733,0,0,GANDHINAGAR,Graduate Professional,"6,40,916",Patel Amarish Jasvantlal,Hindusthan Nirman Dal
2734,0,0,MAHESANA,Graduate Professional,"71,000",Patel Ambalal Talashibhai,IND
2735,0,0,MAHESANA,8th Pass,0,Patel Anitaben Ramabhai,IND
2736,0,0,DADRA AND NAGAR HAVELI,Graduate Professional,"1,22,06,998",Patel Ankita Amrutbhai,SHS
2737,0,0,SURENDRANAGAR,5th Pass,"2,50,000",Patel Baldevbhai,IND
2738,0,0,NAVSARI,12th Pass,"16,59,481",Patel Dharmeshbhai,INC
2739,0,1,DADRA AND NAGAR HAVELI,10th Pass,"85,861",Patel Dhirubhai Chhotubhai,IND
2740,0,0,AHMEDABAD EAST,Others,"62,52,577",Patel Hasmukhbhai Somabhai,BJP
2741,0,0,BHARUCH,8th Pass,0,Patel Imran,IND
2742,0,0,SABARKANTHA,Graduate,"21,59,588",Patel Jayntibhai Shamjibhai,Hindusthan Nirman Dal
2743,0,0,KHEDA,12th Pass,0,Patel Kamleshkumar,Hindusthan Nirman Dal
2744,0,0,SABARKANTHA,10th Pass,0,Patel Keshavlal Gangarambhai,IND
2745,0,0,SABARKANTHA,Graduate,"3,30,000",Patel Kiritkumar Babarbhai,IND
2746,0,0,DAMAN AND DIU,8th Pass,"99,69,514",Patel Lalubhai Babubhai,BJP
2747,0,0,VALSAD,10th Pass,0,Patel Nareshbhai Babubhai,Sardar Vallabhbhai Patel Party
2748,0,6,DADRA AND NAGAR HAVELI,5th Pass,"21,56,17,501",Patel Natubhai Gomanbhai,BJP
2749,0,0,NAVSARI,Graduate Professional,0,Patel Navinkumar,IND
2750,0,0,VALSAD,10th Pass,"2,03,280",Patel Pankajbhai Lallubhai,Bhartiya Tribal Party
2751,0,8,DAMAN AND DIU,Graduate,0,Patel Umeshbhai Babubhai,IND
2752,0,0,VALSAD,12th Pass,0,Patel Umeshbhai Maganbhai,IND
2753,0,4,PANCHMAHAL,Graduate Professional,0,Patel Virendrakumar,NCP
2754,0,0,KHEDA,5th Pass,0,Pathan Aayashabanu,Ambedkar National Congress
2755,0,0,SABARKANTHA,12th Pass,"1,24,280",Pathan Aiyubkhan Ajabakhan,IND
2756,0,0,GANDHINAGAR,10th Pass,0,Pathan Firozkhan,IND
2757,0,0,KHEDA,8th Pass,0,Pathan Imtiyazkhan,Apna Desh Party
2758,0,0,BEED,Graduate,"16,000",Pathan Musakhan Yunuskhan,IND
2759,0,0,BHARUCH,8th Pass,"34,000",Pathan Salimkhan,Sanyukt Vikas Party
2760,0,0,BEED,10th Pass,0,Pathan Sarfarzkhan Mahetabkhan,IND
2761,0,1,NAVSARI,10th Pass,"5,68,46,658",Patil Chandrakant,BJP
2762,0,0,HINGOLI,Graduate,"12,99,983",Patil Hemant Shriram,SHS
2763,0,9,HATKANANGLE,Graduate Professional,"10,00,000",Patil Raghunath Ramchandra,IND
2764,0,3,SANGLI,Graduate,"10,30,62,594",Patil Vishal Prakashrao,Swabhimani Paksha
2765,0,0,BEED,12th Pass,"3,04,000",Patil Yashashri Pramod,IND
2766,0,2,BHANDARA GONDIYA,Others,"75,00,000",Patle Rajendra Sahasram,IND
2767,0,0,HINGOLI,12th Pass,0,Patrakar P Sattar Khan Kasim Kha,IND
2768,0,0,TIRUNELVELI,Post Graduate,"2,85,31,015",Paul Manoj Pandian,AIADMK
2769,0,0,TIRUNELVELI,Graduate,0,Paul Solomon Pandian,IND
2770,0,2,KANNIYAKUMARI,Graduate Professional,0,Paulraj. C.M.,CPI(ML) Red Star
2771,0,0,SAHARANPUR,10th Pass,0,Pawan Kumar,Aapki Apni Party (Peoples)
2772,0,0,SURGUJA,Graduate,0,Pawan Kumar Nag,Bahujan Mukti Party
2773,0,0,BANKA,10th Pass,0,Pawan Thakur,IND
2774,0,0,ADILABAD,Post Graduate,0,Pawar Krishna,IND
2775,0,0,YAVATMAL WASHIM,12th Pass,"1,00,000",Pawar Ramesh Gorsing,IND
2776,0,0,KANNIYAKUMARI,8th Pass,"1,00,000",Peachi Muthu. E,IND
2777,0,0,VISAKHAPATNAM,Post Graduate,0,Pedada Ramanikumari,INC
2778,0,0,KADAPA,Graduate Professional,"24,02,564",Pedakala Varalakshmi,Pyramid Party of India
2779,0,0,NIZAMABAD,Illiterate,"1,00,000",Pedda Gangadar Talari,IND
2780,0,0,NIZAMABAD,Illiterate,0,Pedda Gangaram Turpu,IND
2781,0,2,KAKINADA,12th Pass,0,Peddimsetti Venkateswara Rao,Jana Jagruti Party
2782,0,0,BAGALKOT,Graduate,0,Pendari Buddesab Makabulsab,IND
2783,0,0,NIZAMABAD,10th Pass,"1,38,000",Penta Narsaiah,IND
2784,0,0,VIZIANAGARAM,Others,"16,000",Pentapati Rajesh,IND
2785,0,0,MACHILIPATNAM,8th Pass,"10,00,000",Peram Siva Nageswara Rao,RPI(A)
2786,0,0,CHIDAMBARAM,10th Pass,0,Periyasamy T,IND
2787,0,0,SRIKAKULAM,Post Graduate,"12,00,00,000",Perla Samba Murthy,BJP
2788,0,0,JAMMU,12th Pass,0,Perseen Singh,IND
2789,0,0,ARANI,5th Pass,0,Perumal M,IND
2790,0,0,VIRUDHUNAGAR,8th Pass,"60,000","Perumalsamy, M.",BSP
2791,0,0,TENKASI,12th Pass,0,Perumalsamy. S,IND
2792,0,0,MATHURA,Literate,0,Phakkad Baba,IND
2793,0,0,CHIKKBALLAPUR,Others,"5,75,000",Phaniraj.S.V,IND
2794,0,0,BANKA,8th Pass,0,Phesal Ansari,Bharatiya Momin Front
2795,0,0,OSMANABAD,Graduate,0,Phulsure Vishwanth Sadashiv,Kranti Kari Jai Hind Sena
2796,0,0,PURI,Graduate Professional,"2,19,32,742",Pinaki Misra,BJD
2797,0,0,DURG,12th Pass,"5,50,000",Pitambar Lal Nishad,Bharat Prabhat Party
2798,0,0,KARUR,Graduate Professional,0,Pitchaimuthu T,IND
2799,0,0,COOCH BEHAR,Post Graduate,"5,47,297",Piya Roy Chowdhury,INC
2800,0,1,NANDYAL,Post Graduate,"17,70,35,582",Pocha Brahmananda Reddy,YSRCP
2801,0,0,DURG,12th Pass,0,Pokhraj Meshram,Bharatiya Prajatantrik Shudh Gandhiwadi Krish
2802,0,0,MAHBUBNAGAR,Graduate,0,Pola Prashanth Kumar,IND
2803,0,0,NALGONDA,12th Pass,0,Polishetty Venkateshwarlu,IND
2804,0,0,NANDYAL,Illiterate,0,Poluru Guruvaiah,IND
2805,0,0,THOOTHUKKUDI,Post Graduate,0,"Pon Kumaran, T.P.S.",Makkal Needhi Maiam
2806,0,0,TIRUVALLUR,Graduate Professional,"1,11,97,323",Pon.Raja,IND
2807,0,3,KARIMNAGAR,Post Graduate,0,Ponnam Prabhakar,INC
2808,0,0,THOOTHUKKUDI,10th Pass,0,"Ponnusamy, M.",IND
2809,0,0,TENKASI,10th Pass,0,Ponnusamy.R,IND
2810,0,0,TENKASI,12th Pass,0,Ponnuthai G,IND
2811,0,0,TENKASI,Illiterate,0,Ponnuthai M,IND
2812,0,0,TENKASI,Post Graduate,"4,84,000",Ponnuthai. S,IND
2813,0,0,THOOTHUKKUDI,Graduate,"2,81,812","Ponraj, S.",IND
2814,0,0,JAMNAGAR,Graduate,"9,86,32,194",Poonamben Hematbhai Maadam,BJP
2815,0,0,PONNANI,10th Pass,0,Poonthura Siraj,IND
2816,0,1,BILASPUR,10th Pass,"25,00,000",Pooran Lal Chhabariya,Swabhiman Party
2817,0,0,JAMNAGAR,8th Pass,0,Popatputra Rafik Abubakar,IND
2818,0,0,NAGARKURNOOL,Graduate,0,Pothuganti Ramulu,TRS
2819,0,0,NIZAMABAD,12th Pass,0,Pothuganti Venkatesh,IND
2820,0,0,ANANTAPUR,8th Pass,"1,30,000",Pothuru Rangaiah,IND
2821,0,0,CHENNAI CENTRAL,Graduate Professional,0,Prabakaran N,IND
2822,0,1,KARUR,Graduate Professional,0,Prabakaran T,IND
2823,0,0,BELGAUM,10th Pass,0,Prabhakar Bhujang Patil,IND
2824,0,0,NAGPUR,12th Pass,"3,00,000",Prabhakar Krushnaji Satpaise,IND
2825,0,0,CHENNAI CENTRAL,5th Pass,0,Prabhakaran K M,IND
2826,0,2,RAMANATHAPURAM,Post Graduate,"85,000",Prabhakaran. S,IND
2827,0,0,SAMBALPUR,12th Pass,0,Prabhat Kumar Dharua,Gondvana Gantantra Party
2828,0,0,JHANJHARPUR,12th Pass,0,Prabhat Prasad,Suheldev Bhartiya Samaj Party
2829,0,1,COOCH BEHAR,Graduate,0,Prabhat Roy,SUCI(C)
2830,0,0,KALLAKURICHI,10th Pass,0,Prabhu A,IND
2831,0,0,NAMAKKAL,12th Pass,0,Prabhu K,IND
2832,0,0,SALEM,Graduate Professional,"9,00,000",Prabhu Manikandan.M,Makkal Needhi Maiam
2833,0,0,NAGARKURNOOL,10th Pass,0,Prabhudas Bandaru Thumu,IND
2834,0,0,TRIPURA WEST,Post Graduate,0,Prabir Debnath,Amra Bangalee
2835,0,0,LAKHIMPUR,12th Pass,"58,39,285",Pradan Baruah,BJP
2836,0,5,KAIRANA,Post Graduate,"13,00,000",Pradeep Kumar,BJP
2837,0,5,BARGARH,Graduate,"1,34,51,459",Pradeep Kumar Debta,INC
2838,0,0,KOZHIKODE,10th Pass,0,Pradeep Kumar E T,IND
2839,0,10,NABARANGPUR,Graduate,0,Pradeep Kumar Majhi,INC
2840,0,3,ARARIA,10th Pass,"11,59,200",Pradeep Kumar Singh,BJP
2841,0,0,KISHANGANJ,10th Pass,0,Pradeep Kumar Singh,SHS
2842,0,0,BANGALORE CENTRAL,Graduate,0,Pradeep Mendonca,IND
2843,0,1,ALMORA,Post Graduate,"25,00,000",Pradeep Tamta,INC
2844,0,0,KOZHIKODE,Literate,0,Pradeep.V.K,IND
2845,0,0,KOZHIKODE,10th Pass,0,Pradeepan N,IND
2846,0,2,TRIPURA WEST,10th Pass,0,Pradip Chakraborty,IND
2847,0,0,JUNAGADH,10th Pass,"8,35,000",Pradipbhai Mavjibhai Tank,IND
2848,0,0,DHENKANAL,Graduate Professional,0,Pradyumna Kumar Naik,BSP
2849,0,0,NAWGONG,Post Graduate,"40,11,152",Pradyut Bordoloi,INC
2850,0,0,NAGPUR,12th Pass,"12,00,000",Prafulla Manikchand Bhange,IND
2851,0,0,KEONJHAR,Graduate,0,Prafulla Nayak,AIFB
2852,0,0,BARDOLI,Graduate,"20,50,000",Pragneshbhai Ratilal Chaudhari,IND
2853,0,0,PATAN,5th Pass,"4,19,576",Prajapati Jayantibhai Devabhai,Hindusthan Nirman Dal
2854,0,0,MAHESANA,5th Pass,0,Prajapati Kanubhai Amatharam,Bharatiya Rashtravadi Paksha
2855,0,0,HASSAN,Graduate Professional,"3,72,53,210",Prajwal R,JD(S)
2856,0,1,VILUPPURAM,Post Graduate,"8,00,000",Prakalatha D,Naam Tamilar Katchi
2857,0,2,KOTTAYAM,10th Pass,"45,000",Prakash,SUCI(C)
2858,0,0,NAVSARI,12th Pass,"6,50,000",Prakash Amarnath Shukla,Bhartiya Shakti Chetna Party
2859,0,0,CHIKKODI,10th Pass,"38,81,000",Prakash Babanna Hukkeri,INC
2860,0,0,KOZHIKODE,12th Pass,"36,07,000",Prakash Babu Chaithram,IND
2861,0,0,BELGAUM,10th Pass,0,Prakash Balappa Nesarkar,IND
2862,0,0,GAYA,Graduate,"38,40,400",Prakash Chandra,Public Mission Party
2863,0,0,ATTINGAL,10th Pass,"6,50,000",Prakash G,IND
2864,0,0,NIZAMABAD,Graduate,0,Prakash Manchiryala,IND
2865,0,0,ANDAMAN AND NICOBAR ISLANDS,Post Graduate,"2,40,000",Prakash Minj,BSP
2866,0,0,CUTTACK,Post Graduate,0,Prakash Mishra,BJP
2867,0,0,KARUR,Graduate Professional,0,Prakash N,IND
2868,0,1,BANGALORE CENTRAL,12th Pass,"3,83,20,377",Prakash Raj,IND
2869,0,0,RAIGAD,Post Graduate,0,Prakash Sakharam Kalke,Bhartiya Kisan Party
2870,0,0,HINGOLI,Others,"3,00,000",Prakash Vitthalrao Ghunnar,IND
2871,0,0,TUMKUR,Graduate Professional,0,Prakash. R. A. Jain,IND
2872,0,0,RAIGARH,8th Pass,0,Praksh Kumar Uraon,IND
2873,0,1,DHARWAD,Graduate,"5,17,36,254",Pralhad Joshi,BJP
2874,0,0,BHUBANESWAR,Graduate,0,Pramila Behera,CPI(ML) Red Star
2875,0,0,ASKA,5th Pass,0,Pramila Bisoyi,BJD
2876,0,0,KOKRAJHAR,Graduate,0,Pramila Rani Brahma,Bodoland Peoples Front
2877,0,0,JALNA,8th Pass,0,Pramod Baburao Kharat,Bahujan Republican Socialist Party
2878,0,0,RAIPUR,Post Graduate,"76,05,574",Pramod Dubey,INC
2879,0,0,MATHURA,12th Pass,0,Pramod Krishna,IND
2880,0,0,BULANDSHAHR,Graduate,0,Pramod Kumar,Rashtriya Samaj Paksha
2881,0,0,CUTTACK,Graduate,0,Pramod Kumar Mallick,BSP
2882,0,3,SUPAUL,Graduate,0,Pramod Kumar Nirala,Vanchit Samaj Party
2883,0,0,KORBA,12th Pass,"56,00,000",Pramod Kumar Sharma,IND
2884,0,0,AONLA,Post Graduate,0,Pramod Kumar Yadav,Bhartiya Krishak Dal
2885,0,0,AMRAVATI,Post Graduate,"17,00,000",Pramod Laxman Meshram,IND
2886,0,1,UDUPI CHIKMAGALUR,12th Pass,"2,18,13,972",Pramod Madhwaraj,JD(S)
2887,0,4,BANKA,10th Pass,"81,524",Pramod Singh Weldone,IND
2888,0,0,BARPETA,Post Graduate,0,Pranabjyoti Das Rajbonshi,National Peoples Party
2889,0,0,BELGAUM,12th Pass,0,Pranam Prakash Patil,IND
2890,0,0,JANGIPUR,12th Pass,0,Prasad Halder,IND
2891,0,1,VIJAYAWADA,Post Graduate,"20,95,77,562",Prasad Veera Potluri,YSRCP
2892,0,0,KOKRAJHAR,10th Pass,0,Prasanjit Kumar Das,IND
2893,0,0,BARGARH,Graduate Professional,"32,27,600",Prasanna Acharya,BJD
2894,0,0,CHAMARAJANAGAR,Graduate Professional,"1,92,544",Prasanna Kumar B,Karnataka Praja Party (RaithaParva)
2895,0,0,BANGALORE NORTH,Post Graduate,"55,57,000",Prasanna Kumar Iyengar,IND
2896,0,2,ALAPPUZHA,Graduate,0,Prasanth,BSP
2897,0,0,ALIPURDUARS,Graduate,0,Prasen Jayant Kindo,IND
2898,0,1,VADODARA,Graduate,"1,09,38,685",Prashant Patel,INC
2899,0,0,BANGALORE SOUTH,Post Graduate,0,Prashantha.C,IND
2900,0,0,BULDHANA,8th Pass,0,Pratap Pandharinath Patil,Bahujan Mukti Party
2901,0,3,BULDHANA,12th Pass,"7,35,482",Prataprao Ganpatrao Jadhav,SHS
2902,0,3,MYSORE,Post Graduate,"65,86,698",Prathap Simha,BJP
2903,0,0,TRIPURA WEST,Graduate,0,Pratima Bhoumik,BJP
2904,0,0,DURG,12th Pass,"8,78,370",Pratima Chandrakar,INC
2905,0,0,RAJNANDGAON,10th Pass,0,Pratima Santosh Washnik,Republican Paksha (Khoripa)
2906,0,0,KANNUR,Graduate,"37,918",Praveen Arimbrathodiyil,IND
2907,0,1,THRISSUR,Post Graduate,"26,65,000",Praveen K P,IND
2908,0,1,WAYANAD,Post Graduate,"26,65,000",Praveen K P,IND
2909,0,0,MALAPPURAM,Graduate Professional,0,Praveen Kumar,BSP
2910,0,0,NIZAMABAD,Graduate Professional,0,Praveen Neeradi,IND
2911,0,0,NIZAMABAD,10th Pass,"11,30,000",Praveen Paidigela,IND
2912,0,1,BAREILLY,Graduate Professional,"4,65,48,771",Praveen Singh Aron,INC
2913,0,0,DURG,Graduate,0,Praveen Tiwari,IND
2914,0,0,CHIKKODI,Graduate Professional,0,Praveenkumar Baligatti,Uttama Prajaakeeya Party
2915,0,0,AKOLA,Graduate Professional,0,Pravin Chandrakant Kaurpuriya,IND
2916,0,0,YAVATMAL WASHIM,Graduate Professional,"6,58,47,040",Pravin Govind Pawar,Vanchit Bahujan Aaghadi
2917,0,0,RAIPUR,10th Pass,0,Pravin Jain,IND
2918,0,0,BANKA,12th Pass,0,Pravin Kumar Jha,IND
2919,0,0,AMRAVATI,12th Pass,0,Pravin Mahadeo Sarode,IND
2920,0,0,SALEM,Graduate Professional,"1,50,000",Pravina.G,IND
2921,0,0,CHHOTA UDAIPUR,Others,0,Pravinbhai Dhursingbhai Rathava,IND
2922,0,0,AGRA,Post Graduate,0,Preeta Harit,INC
2923,0,0,NAINITAL-UDHAMSINGH NAGAR,Graduate,0,Prem Prasad Arya,Pragatisheel Lok Manch
2924,0,0,NAGAPATTINAM,8th Pass,0,Prem S,IND
2925,0,0,MAINPURI,Others,0,Prem Singh Shakya,BJP
2926,0,5,KOLLAM,Graduate Professional,"32,70,587",Premachandran N K,Revolutionary Socialist Party
2927,0,0,MANDYA,Post Graduate,0,Premakumara .V.V,IND
2928,0,0,KALAHANDI,Graduate,0,Premananda Bag,BSP
2929,0,6,YAVATMAL WASHIM,5th Pass,0,Premasai Maharaj,IND
2930,0,0,ALATHUR,Graduate Professional,0,Pretheep Kumar P K,IND
2931,0,0,MORADABAD,Post Graduate,0,Prince Kumar Sharma,IND
2932,0,1,BEED,Post Graduate,"9,88,33,794",Pritam Gopinathrao Munde,BJP
2933,0,1,TEHRI GARHWAL,Graduate Professional,"92,78,744",Pritam Singh,INC
2934,0,0,RAIPUR,Post Graduate,0,Pritesh Pandey,IND
2935,0,0,AONLA,Illiterate,0,Priti Kashyap,Rashtriya Mazdoor Ekta Party
2936,0,2,DHENKANAL,Post Graduate,"3,20,000",Priyabrata Garnaik,Hindusthan Nirman Dal
2937,0,0,KHAGARIA,Graduate,0,Priyadarshi Dinkar,IND
2938,0,0,KARIMGANJ,12th Pass,0,Probash Chandra Sarkar,SUCI(C)
2939,0,0,LAKHIMPUR,12th Pass,"3,24,000",Probhu Lal Vaisnava,IND
2940,0,0,MANGALDOI,Post Graduate,0,Prodeep Kumar Daimary,IND
2941,0,0,JAMMU,Post Graduate,0,Prof. Bhim Singh,Jammu & Kashmir National Panthers Party
2942,0,0,SOLAPUR,Doctorate,"24,21,000",Prof. Dr. Ohal Arjun Gena,Bahujan Mukti Party
2943,0,0,NAWADA,Post Graduate,"17,00,000",Prof. K.B. Prasad,IND
2944,0,0,PUNE,Post Graduate,"31,00,000",Prof. Nalawade Hanmant Mahadeo,Ambedkarite Party of India
2945,0,3,BIJAPUR,Graduate Professional,0,Pujari Shrinath Sangappa,BSP
2946,0,0,NANDYAL,10th Pass,0,Pula. Nagamaddilety,Ambedkar National Congress
